Gas emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1991,0.38913,0.2748,38.428,0,1.0838,0,0,47.2839,3.4784,0,32.7862,12.5013,26.6357,0,9.9368,9.0574,0.043968,25.3843,21.6168,0,0,0,0,1.5059,0,0.74624,0,7.3357,0,2.4659,10.1422,0,0,0,0,124.8149,0,,0,0,2.1981,30.7776,8.6947,0,0,0,0,4.0823,0.069616,0,0.0014667,12.2943,0,0,4.9173,0,0,0,0.6009,14.9044,0,0,,2.761,0,0,,0,5.3836,66.8339,0,0,0.20885,0,8.5197,130.1619,0,,0.83272,0,0,0,0.014667,0,0,0,0,0,0,20.4595,0.00016298,23.5632,43.4944,49.6171,3.5284,4.5467,0.047637,94.755,0,126.9944,0.22359,26.3109,0,0,,1.4363,3.0752,0,5.455,0,0,0,9.2728,0.031042,10.9167,1.0743,0,0,0,13.293,0,0,0.00011254,,0,0,0,55.2678,,6.9972,0,0,0,0.073291,0,1.6415,0,0,0,81.3084,0,7.9511,0,0,9.1197,0,0,0,7.829,0,4.4577,23.9833,,0,0.14997,0,1.1833,0,17.1293,0.94726,14.3775,0,57.4038,754.7487,0,0,0,0,0,0,0,0,0,111.4955,0.007328,4.7761,0,0,0,11.9405,1.7679,0,0,3.4918,7.4414,13.4756,0,0,0,0,1.744,4.3346,3.6567,5.882,3.2218,0,13.8128,,0,0,10.8478,1.876,9.1445,16.4128,0,0,0,224.4971,36.7976,121.6934,1043.0259,0,63.422,0,43.0763,0.0036646,0,,0,0,0
1992,0.36274,0.19815,31.9318,0,1.0662,0,0,48.3025,3.4771,0,33.9705,12.5186,22.5996,0,9.9401,9.607,0.03664,33.0902,22.2041,0,0,0,0,1.821,0,0.78776,0,7.9833,0,2.8049,8.8718,0,0,0,0,132.084,0,,0,0,2.6124,30.239,8.3649,0,0,0,0,4.3121,0.040304,0,0.0019177,14.7214,0,0,5.1672,0,0,0,0.46525,16.1179,0,0,,1.6067,0,0,,0,5.5747,67.8475,0,0,0.19786,0,9.0596,129.3836,0,,0.41333,0,0,0,0.01832,0,0,0,0,0,0,17.5764,0.0001458,27.2565,52.3732,52.6472,4.3565,4.5166,0.047632,94.4581,0,128.4346,0.24541,25.1616,0,0,,7.4489,3.0741,0,3.9761,0,0,0,9.215,0.034773,6.29,1.1215,0,0,0,16.0044,0,0,0.0000559,0,0,0,0,55.6122,0,6.9946,0,0,0,0.047625,0,1.6158,0,0,0,79.3001,0,8.4191,0,0,9.5916,0,0,0,8.337,0,6.2564,25.5148,0,0,0.14997,0,1.2677,0,16.6106,0.592,22.0536,0,45.8513,774.1498,0,0,0,0,0,0,0,0,0,113.518,0.003664,5.1847,0,0,0.916,12.0218,1.4778,0,0,3.5174,9.733,14.5855,0,0,0,0,2.0227,4.5449,3.7812,6.0852,3.2207,0,14.8026,,0,0,11.1092,2.5838,9.9261,12.6166,0,0,0,196.9081,34.0041,122.2955,1080.6698,0,76.8476,0,19.3386,0,0,,0,0,0
1993,0.35174,0.1573,36.0977,0,1.0479,0,0,40.8085,1.5081,0,35.67,13.022,17.2831,0,12.5089,10.3911,0.036763,30.0498,23.2116,0,0,0,0,1.8796,0,0.26747,0,8.73,0,2.77,8.1474,0,0,0,0,137.3171,0,,0,0,2.4476,35.7277,8.6439,0,0,0,0,4.732,0.043968,0,0.0016023,15.3171,0,0,5.8511,0,0,0,0.53494,18.5105,0,0,,0.80347,0,0,,0,5.8218,68.076,0,0,0.20518,0,6.8956,136.3021,0,,0.3181,0,0,0,0.01832,0,0,0,0,0,0,19.1104,0.00014131,26.9964,57.6604,60.6896,4.8951,5.2207,0.047636,96.8724,0,131.2175,0.28937,23.4841,0,0,,15.1836,2.3156,0,2.594,0,0,0,8.897,0.037529,3.4139,1.1606,0,0,0,22.027,0,0,0.0000694,0,0,0,0,55.0663,0,5.2175,0,0,0,0.047626,0,1.9932,0,0,0,81.8613,0,8.166,0,0,10.4782,0,0,0,8.722,0,7.5881,26.9487,0,0,0.15363,0,1.3337,0,16.8357,0.55472,25.9118,0,43.6349,781.4799,0,0,0,0,0,0,0,0,0,119.7212,0.025648,3.3957,0,0,2.726,11.5541,1.4768,0,0,3.9241,12.1591,14.1841,0,0,0,0,2.0929,4.7569,3.7449,5.8132,2.7058,0,16.6895,,0,0,11.0176,2.4879,11.0875,17.9219,0,0,0,165.7461,35.5974,137.5907,1109.6427,0,81.5496,0,39.8362,0,0,,0,0,0
1994,0.33793,0.098928,37.3859,0,0.97096,0,0,42.677,1.6158,0,37.032,13.6557,16.6712,0,12.2524,11.4744,0.03664,26.7654,23.696,0,0,0,0,2.2057,0,0.32206,0,8.9853,0,2.6271,8.114,0,0,0,0,140.3467,0,,0,0,2.6308,41.568,8.9768,0,0,0,0,4.3917,0.036646,0,0.0017035,14.2249,0,0,6.5459,0,0,0,0.48365,20.1585,0,0,0,1.1195,0,0,,0,6.2953,67.6661,0,0,0.19419,0,4.5727,142.1622,0,,0.20035,0,0,0,0.01833,0,0,0,0,0,0,19.4123,0.00017829,28.9969,60.3094,73.2873,6.0859,5.1518,0.043971,92.7936,0,137.6678,0.47998,22.1885,0,0,,14.5827,1.7158,0,1.8743,0,0,0,9.1783,0.038123,3.9788,1.1735,0,0,0,22.3907,0,0,0.0000776,0,0,0,0,56.9019,0,5.0233,0,0,0,0.043968,0,2.4915,0,0,0,78.7004,0,7.6121,0,0,10.2691,0,0,0,9.424,0,8.4162,28.5389,0,0,0.16488,0,1.3923,0.010992,18.1239,0.44213,25.9149,0,42.493,732.7846,0,0,0,0,0,0,0,0,0,124.521,0.036675,1.5244,0,0,3.25,11.2043,1.5191,0,0,3.9242,16.1857,15.2283,0,0,0,0,2.0588,4.6839,4.0594,7.7318,1.4876,0,18.767,,0,0,11.6966,3.4266,11.3481,24.3463,0,0,0,144.0809,41.2656,145.4553,1137.4712,0,78.1531,0,50.0407,0,0,,0,0,0
1995,0.32243,0.051296,47.2216,0,1.0479,0,0,53.1955,2.6161,0,39.831,14.8991,13.3076,0,13.0438,13.0292,0.032976,24.3404,26.3048,0,0,0,0,2.4512,0,0.28182,0,9.6027,0,2.7354,9.9742,0,0,0,0,147.5046,0,,0,0,2.6163,42.4364,8.2953,0,0,0,0,3.8436,0.032981,0,0.0015407,15.6301,0.095211,0,7.5736,0,0,0,0.46533,26.0107,0,0,0,1.2891,0,0,,0,6.5093,68.8212,0,0,0.25668,0,1.6864,152.9843,0,,0.19388,0,0,0,0.021973,0,0,0,0,0,0.054954,20.9105,0.00021498,39.0507,64.5743,81.5753,6.0859,5.5275,0.043968,102.9127,0,142.6491,0.43235,17.6631,0,0,,17.8107,1.7294,0,2.2971,0,0,0,9.064,0.041666,4.5656,1.3428,0,0,0,42.0078,0,0,0.0000827,0,0,0,0,56.9202,0,5.8587,0,0,0,0.025651,0,2.7883,0,0,0,81.0029,0,7.0152,0,0,10.0661,0,0,0,9.397,0,6.8757,28.1102,0,0,0.19053,0,0.94545,0.014655,19.0908,0.78445,25.9148,0,44.147,699.4294,0,0,0,0,0,0,0,0,0,75.8961,0.0916,2.0428,0,0,3.3819,12.3996,1.5319,0,0,3.9241,19.5737,18.8951,0,0,0,0,2.0937,5.1443,5.1186,8.3392,1.6744,0,19.4888,,0,0,11.516,3.7528,14.4412,25.6452,0,0,0,133.8408,44.8753,154.2538,1186.6959,0,78.285,0,57.1657,0.42502,0,,0,0,0
1996,0.30778,0.043968,50.5669,0,1.0479,0,0,57.5416,2.0408,0,39.7652,15.796,11.7372,0,13.451,13.4982,0.029312,26.2299,29.2133,0,0,0,0,3.0997,0,0.47306,0,10.6081,0,2.8228,10.1968,0,0,0,0,154.1826,0,,0,0,2.6823,44.47,10.2336,0,0,0,0,4.313,0.036646,0,0.0013779,18.0415,0.85738,0,8.9085,0,0,0,0.49464,27.7072,0,0,0,1.422,0,0,,0,6.7892,75.9766,0,0,0.24182,0,1.4509,169.9708,0,,0.20761,0,0,0,0.021984,0,0,0,0,0,3.1441,23.5287,0.00020214,39.7469,78.9922,81.2455,6.2215,6.1783,0.029312,106.1899,0,148.4483,0.4177,15.732,0,0,,17.8547,2.0225,0,1.9766,0,0,0,9.7572,0.047648,4.9265,1.4615,0,0,0,36.2505,0,0,0.0000459,0,0,0,0,62.7453,0,6.7015,0,0,0,0.03298,0,3.0265,0,0,0,89.9995,0,8.1074,0,0,10.2006,0,0,0,10.118,0,6.3827,30.4027,0,0,0.26747,0,1.0223,0.01832,19.8104,0.92516,26.2965,0,43.6805,699.6313,0,0,0,0,0,0,0,0,0,79.2193,0.084272,5.1251,0,0,3.0157,13.0349,1.6341,0,0,3.5321,25.8593,21.3063,0,0,0,0,2.2585,5.5859,5.4525,8.7534,2.1471,0,22.1054,,0,0,13.1977,3.991,16.8202,20.7382,0,0,0,137.5385,54.2382,177.5425,1206.7896,0,81.2537,0,64.1219,0.62654,0,,0,0,0
1997,0.28213,0.03664,39.0069,0,1.0662,0,0,61.5039,2.6784,0,41.0743,15.3004,11.0616,0,14.4942,13.2616,0.03664,30.2129,27.7398,0,0,0,0,3.7397,0,0.28213,0,11.8633,0,2.9312,8.2284,0,0,0,0,152.7479,0,,0,0,4.5287,44.1585,12.4539,0,0,0,0,4.5462,0.069626,0,0.0011015,18.4351,1.404,0,9.3754,0,0,0,0.45067,25.0626,0,0,0,1.3931,0,0,,0,6.6463,75.2375,0,0,0.24915,0,1.7514,162.892,0,,0.42803,0,0,0,0.021984,0,0,0,0,0,4.9134,22.4356,0.00021053,46.0235,82.0417,90.9148,5.8551,6.5917,0.029312,109.9233,0,153.0338,0.46166,14.8587,0,0,,17.7924,1.6635,0,2.4175,0,0,0,10.1888,0.046212,4.5478,1.4914,0,0,0,35.4419,0,0,0.0000737,0,0,0,0,65.7718,0,3.4661,0,0,0,0.065944,0,3.2699,0,0,0,84.0333,0,9.2735,0,0,10.6659,0,0,0,10.551,0,7.4965,32.2176,0,0,0.22717,0,0.78776,0.010992,21.004,1.14,28.0956,0,35.9248,669.0814,0,0,0,0,0,0,0,0,0,82.4803,0.044018,5.096,0,0,2.9752,13.2892,1.5666,0,0,3.1547,31.4273,27.5065,0,0,0,0,2.2888,5.4041,8.4565,10.0196,1.44,0,27.5753,,0,0,13.8096,4.2969,20.7882,21.1658,0,0,0,129.4473,53.1573,182.8868,1214.4792,0,82.506,0,65.668,1.1396,0,,0,0,0
1998,0.26381,0.032907,54.6412,0,1.0845,0,0,61.6138,2.7889,0,43.4884,15.7171,10.5987,0,15.2752,14.3248,0.032976,29.595,30.8655,0,0,0,0,3.1987,0,0.32243,0,12.4111,0,3.0484,7.1505,0,0,0,0,149.4659,0,,0,0,6.4413,50.5009,13.0219,0,0,0,0,4.301,0.23083,0,0.000836,18.4236,1.6378,0,10.1862,0,0,0,0.46166,26.2929,0,0.037156,0,1.3342,0,0,,0,7.5914,77.0633,0,0,0.231,0,1.7454,165.3927,0,,1.6455,0,0,0,0,0,0,0,0,0,4.6093,22.4648,0.00021174,47.5954,48.0277,98.652,5.5143,6.7208,0.021984,118.5547,0,156.3303,0.46899,14.3866,0,0,,17.9805,1.9529,0,2.37,0,0,0,10.1888,0.050928,4.0007,1.4953,0,0,0,35.9402,0,0,0.0000667,0,0,0,0,71.0883,0,3.1199,0,0,0,0.065952,0,3.1496,0,0,0,82.9688,0,7.9972,0,0,11.0286,0,0,0.040316,9.859,0,8.8393,32.3837,0,0,0.26381,0,1.0919,0.01832,20.6252,2.4576,20.0201,0,33.5791,673.2806,0,0,0,0,0,0,0,0,0,83.9019,0.04026,4.575,0,0,3.2573,13.6603,1.6274,0,0,2.6564,29.3992,28.4806,0,0,0,0,2.2648,5.5671,10.9407,12.5067,1.4729,0,28.6408,,0,0,16.2242,4.8072,21.6578,20.0348,0,0,0,155.6905,55.9053,191.3614,1191.6013,0.003664,94.3582,0,80.2782,1.8978,0,,0,0,0
1999,0.24182,0.029348,50.9202,0,1.0479,0,0,67.6208,2.2753,0,45.5487,16.1017,11.6882,0,15.8285,15.616,0.043968,30.6927,33.0346,0,0,0,0,3.449,0,0.32976,0,14.0688,0,1.6671,6.1538,0,0,0,0,162.1981,0,,0,0,9.0318,54.5716,11.2008,0,0,0,0,4.4714,0.88302,0,0.0009167,18.4745,2.3912,0,10.711,0,0,0,0.43235,31.6249,0,0.03664,0,1.296,0,0,,0,7.571,80.855,0,0,0.23101,0,1.5778,165.6417,0,,2.8484,0,0,0,0,0,0,0,0,0,5.0815,22.7595,0.00022345,42.3155,83.6515,114.2875,5.943,7.1897,0.01832,129.0515,0,165.8044,0.46533,9.7865,0,0,,16.4561,1.1505,0,2.2645,0,0,0,7.9252,0.054785,4.0316,1.5464,0,0,0,37.959,0,0,0.0000464,0,0,0,0,69.8029,0,2.6072,0,0,0,0.076944,0,2.9788,0,0,0,81.0174,0,9.1696,0,0,11.6076,0,0,0.07692,9.615,0,9.7536,34.4758,0,0,0.2345,0,1.4803,0.014655,20.4279,6.4653,22.3834,0,30.5016,686.4046,0.0036376,0,0,0,0,0,0,0,0,82.4034,0.010992,3.305,0,0,2.6527,13.8684,1.6695,0,0,3.4735,35.7975,32.5204,0,0,0,0,2.1946,5.7764,11.2008,12.5431,1.4656,0,30.9278,,0,0,18.2687,5.027,26.7177,24.5182,0,0,0,129.9664,56.9815,205.2313,1199.1033,0.040282,96.9348,0,77.7977,2.1581,0,,0,0,0
2000,0.2235,0.021957,38.5343,0,1.0845,0,0,69.4383,2.5648,0,46.5939,15.2661,11.4207,0,16.1436,16.88,0.03664,31.3372,33.1991,0,0,0,0,2.7114,0,0.45788,0,18.4424,0,3.0448,6.6707,0,0,0,0,172.8172,0,,0,0,11.919,59.7965,12.4877,0,0,0,0,4.5624,1.1027,0,0.001672,18.1344,2.4182,0,10.64,0,0,0,0.47257,40.718,0,0.058624,0,1.5033,0,0,,0,7.7156,84.321,0,0,0.2345,0,2.1801,166.4334,0,,3.9823,0,0,0,0,0,0,0,0,0,4.5837,22.2058,0.0002154,43.8727,48.592,120.4479,5.888,8.209,0.01832,134.8133,0,170.6036,0.44334,14.1526,0,0,,20.6855,1.3117,0,2.5042,0,0,0,9.4971,0.053925,4.5301,1.6092,0,0,0,49.6714,0,0,0.0000285,0,0,0,0,81.2016,0,1.7514,0,0,0,0.087936,0,2.7407,0,0,0,80.9767,0,9.489,0,0,13.1794,0,0,0.12458,11.038,0,11.0286,36.3689,0,0,0.24549,0,1.3962,0.018321,21.8379,5.7275,24.286,0,30.9469,681.4324,0.003664,0,0,0,0,0,0,0,0,88.1826,0,3.4993,0,0,2.7077,13.6531,1.7049,0,0,3.1987,40.2041,37.1725,0,0,0,0,2.1164,5.7588,11.3136,13.1261,1.4363,0,35.4448,,0,0,19.6024,5.3348,30.1182,24.9482,0,0,0,123.9731,60.3314,210.131,1252.3321,0.062244,95.3637,0,53.3662,3.0631,0,,0,0,0
2001,0.20885,0.014656,41.0295,0,0.98928,0,0,64.8088,2.6124,0,49.3106,16.1576,16.5759,0,11.9483,18.9026,0.029404,31.6483,32.9374,0,0,0,0,2.4318,0,0.30037,0,23.1856,0,2.9056,6.181,0,0,0,0,164.8476,0,,0,0,13.5174,67.1575,13.26,0,0,0,0,4.8506,1.1432,0,0.0001665,19.3,2.6234,0,11.1046,0,0,0,0.47991,43.3611,0,0.03664,0,1.6114,0,0,,0,8.3899,88.5308,0,0,0.24549,0,1.8595,173.8131,0,,3.923,0,0,0,0,0,0,0,0,0,4.6936,24.6471,0.00025024,43.5689,61.1624,127.6538,5.1589,8.6014,0.01832,135.1074,0,169.6232,0.47255,11.1926,0,0,,20.2412,1.3423,0,2.9056,0,0,0,10.076,0.059671,4.6421,1.7805,0,0,0,48.5823,0,0,0.000068,0,0,0,0,82.887,0,1.9199,0,0,0,0.084272,0.003664,2.224,0,0,0,83.0493,0,10.4439,0,0,11.6076,0,0,0.16488,12.124,0,12.1337,37.8564,0,0,0.29678,0,1.0479,0.26016,22.6347,6.282,24.6096,0,29.6299,693.0134,0,0,0,0,0,0,0,0,0,81.2529,0,3.9537,0,0,4.0887,14.4105,1.7502,0,0,4.155,44.163,39.9902,0,0,0.007328,0,2.4361,5.9978,10.3655,14.7947,1.407,0,45.4052,,0,0,22.5477,5.9137,32.5785,20.3718,0,0,0,130.1041,61.9289,210.1604,1199.4326,0.058667,96.8395,0,60.87,2.5648,0,,0,0,0
2002,0.54742,0.025648,44.6532,0,1.1578,0,0,62.6196,2.0018,0,50.5735,16.0703,16.622,0,12.5822,19.886,0.029312,31.9991,33.2557,0,0,0,0,2.5575,0,0.28213,0,29.2929,0,2.8506,5.5498,0,0,0,0,171.1603,0,,0,0,13.5055,53.9927,13.2462,0,0,0,0,5.0254,1.1212,0,0.0004195,18.5389,2.6747,0,11.0964,0,0,0,0.47632,52.9704,0,0.19062,0,1.3599,0,0,,0,8.3397,88.0125,0,0,0.25648,0,1.5535,173.6231,0,,4.2402,0,0,0,0,0,0,0,0,0,4.5727,24.8444,0.00023611,47.1337,59.7642,143.8157,4.2979,8.6326,0.014656,135.8647,0,173.4189,0.42869,14.3071,0,0,,18.1515,1.7001,0,2.9792,0,0,0,10.4314,0.061136,4.7385,2.5401,0,0,0,49.0243,0,0,0.0000567,0,0,0,0,92.1708,0,1.9236,0,0,0,0.084264,0.0036727,2.301,0,0,0,82.1639,0,9.8604,0,0,11.8892,0,0,0.17221,12.296,0,15.3141,44.7704,0,0,0.29678,0,1.1468,3.2648,22.4221,7.3744,24.9921,0,30.9711,702.3717,0,0,0,0,0,0,0,0,0,94.9379,0.007328,3.9775,0,0,6.6355,13.5143,1.7139,0,0,4.122,49.069,45.049,0,0,0.007328,0,2.4824,5.8946,12.6127,16.4585,0.97829,0,48.548,0,0,0,24.666,5.9137,34.7659,14.5204,0,0,0,116.0575,69.525,207.0304,1239.0068,0.040304,102.0563,0,55.7111,4.0998,0,,0,0,0
2003,0.46641,0.025648,44.0266,0,1.2164,0,0,69.0701,2.2277,0,49.7012,17.2681,17.0543,0,12.9771,21.3904,0.029225,33.5999,34.992,0,0,0,0,3.0375,0,0.37006,0,30.9192,0,2.8996,5.7962,0,0,0,0,173.8787,0,,0,0,14.7366,60.7455,12.6811,0,0.032976,0,0,4.9047,1.2639,0,0.0007311,18.9737,2.3502,0,11.2144,0,0,0.56802,0.93053,58.2122,0,0.19053,0,1.5469,0,0,,0,9.2301,91.6511,0,0,0.27135,0,1.766,174.8726,0,,4.7569,0,0,0,0,0,0,0,0,0,2.9202,27.2267,0.00024985,49.988,62.6617,158.468,2.9165,8.8396,0.014656,149.0242,0,178.6518,0.48731,16.175,0,0,,21.1523,1.4033,0,3.0917,0,0,0,10.5633,0.065397,5.127,2.5757,0,0,0,61.8813,0,0,0.0000316,0,0,0,0,101.9032,0,2.0555,0,0,0,0.080608,0.003664,3.0569,0,0,0,82.7678,0,8.5224,0,0,20.097,0,0,0.15027,13.018,0,16.8178,54.9124,0,0,0.2748,0,1.2677,4.9757,24.8324,7.3316,26.7912,0,33.7664,734.9192,0,0,0,0,0,0,0,0,0,97.9021,0.021968,4.1618,0,0,10.2629,13.1442,1.8844,0,0,2.4696,51.4006,51.3034,0,0,0.0073455,0,2.3035,6.2302,12.7022,17.2998,1.0516,0,49.2222,0,0,0,27.4544,6.2446,43.1929,22.5519,0,0,0,128.0582,72.2113,208.4623,1201.8624,0.11001,100.2976,0,51.8236,5.2063,0,,0,0,0
2004,0.22717,0.032976,41.209,0,1.44,0,0,82.9107,2.4732,0,52.518,17.6623,18.622,0,13.4945,23.0883,0.029312,36.3539,34.9827,0,0,0,0,3.1474,0,0.58258,0,38.2151,0,3.2426,5.8124,0,0,0,0,169.8988,0,,0,0,16.0483,71.5213,13.3489,0,0.03664,0,0,5.2559,1.352,0,0.0009467,19.1198,2.9862,0,11.1538,0,0,0.23811,1.1358,57.6251,0,2.4952,0,1.7415,0,0,,0,8.869,93.2238,0,0,0.26726,0,2.3816,173.357,0,,5.2446,0,0,0,0,0,0,0,0,0,4.2206,26.8155,0.00022055,49.5848,61.8856,178.8999,1.8686,8.7562,2.1799,154.6618,0,177.565,2.737,17.2993,0,0,,22.7644,1.5316,0,3.0717,0,0,0,12.8643,0.069088,5.1775,2.8593,0,0,0,59.2176,0,0,0.0000522,0,0,0,0,105.6469,0,2.1031,0,0,0,0.098928,0.007328,5.1574,0,0,0,85.1196,0,7.2551,0,0,20.5074,0,0,0.13552,13.592,0,15.3705,60.7784,0,0,0.25282,0,1.9822,4.7593,26.5629,9.1484,32.8368,0,31.9646,742.8065,0,0,0,0,0,0,0,0,0,119.2438,0.025648,5.2845,0,0,12.0995,12.9065,1.8982,0,0,6.3644,60.2341,58.7621,0,0,0.0073453,0,2.2382,6.4424,13.1675,20.1525,1.2274,0.24549,50.0246,0,0,0,29.6897,6.5146,44.3676,30.8839,0,0,0,128.0544,77.0734,211.7342,1205.2373,0.19419,99.7934,0,51.1018,8.7603,0,,0,0,0
2005,0.32976,0.021965,61.2108,0,1.2494,0,0,81.9673,3.0631,0,54.4766,18.7008,18.5325,0,14.2933,24.7224,0.029312,36.9765,35.6414,0,0,0,0,3.7006,0,0.6925,0,39.6194,0,3.2829,6.5679,0,0,0,0,170.3281,0,,0,0,15.5573,84.9572,14.0075,0,0.043808,0,0,5.116,1.4253,0,0.0009665,18.7592,3.3342,0,10.69,0,0,0.47256,0.89413,68.6215,0,2.4952,0,1.7411,0,0,,0,8.1217,94.9328,0,0,0.27846,0,2.792,173.4296,0,,5.3849,0,0,0,0,0,0,0,0,0,4.2173,28.0245,0.0000835,50.4386,54.4507,200.1607,12.4393,8.4,3.0043,165.6596,0,176.001,3.1657,18.1186,0,0,,25.5271,1.4143,0,3.1519,0,0,0,11.0389,0.072096,5.5524,2.8292,0,0,0,64.0797,0,0,0.0000856,0,0,0,0,105.5159,0,2.3651,0,0,0,0.86837,0.13923,5.4574,0,0,0,82.5489,0,7.5658,0,0,20.6313,0,0,0.1429,13.423,0,18.8916,63.4971,0,0,0.29337,0,3.3456,6.3021,27.4015,9.6157,31.8145,0,30.5373,745.1829,0,0,0,0,0,0,0,0,0,127.2544,0.025648,4.4565,0,0,11.4746,13.1472,1.9278,0,0,6.3131,65.2696,68.938,0,0,0.007328,0,1.9074,6.6118,11.3136,21.04,1.2293,0.67784,54.0403,0,0,0,33.6433,6.7088,54.8587,29.8213,0,0,0,129.9002,78.2264,205.4378,1187.6187,0.18332,95.4545,0,52.0361,9.3945,0,,0,0,0
2006,0.3292,0.021963,49.3064,0,1.3044,0,0,83.869,3.14,0,55.8108,17.497,20.4652,0,15.5464,28.2568,0.03664,37.4193,35.3884,0,0,0,0,4.2026,0,0.72898,0,42.0526,0,3.239,6.727,0,0,0,0,168.2405,0,,0,0,14.3336,103.7535,14.0331,0,0.043968,0,0,5.0596,2.0812,0,0.001166,18.4153,3.1327,0.021984,10.8821,0,0,0.58979,0.95643,73.8333,0,2.4965,0,1.7286,0,0,,0,8.6871,92.3261,0,0,0.28946,0,3.642,178.3957,0,,6.2838,0,0,0,0,0,0,0,0,0,4.4587,26.5117,0.0000909,49.442,57.4259,221.5401,11.9593,9.429,4.2542,162.5847,0,192.6544,4.5837,27.9928,0,0,,26.2342,1.4776,0,3.2615,0,0,0,12.0509,0.073436,5.5172,2.9584,0,0,0,69.5464,0,0,0.0000315,0,0,0,0,117.9368,0,2.3596,0,0,0,1.0954,0.16122,6.1354,0,0,0,80.0028,0,7.5516,0,0,21.6176,0,0,0.15389,13.598,0,20.6247,63.7556,0,0,0.27846,0,3.8289,5.2102,27.6304,9.0911,36.0867,0,31.4063,765.5257,0,0,0,0,0,0,0,0,0,135.0001,0.021984,4.558,0,0,12.3733,12.2399,1.902,0,0,6.1262,67.995,74.0384,0,0,0.007328,0,2.0854,6.4381,11.6837,22.1642,1.2311,0.94531,54.9417,0,0,0,38.0543,6.8956,62.1661,31.5177,0,0,0,126.2901,82.5609,194.1264,1173.7844,0.21251,97.9314,0,45.7304,11.2118,0,,0,0,0
